sentence_id	main_code	definition_id	sentence_order	nan_sentence	nan_tailo	zh_xc	english_via_gpt4_zh_translation
221	183	250	1	乞符仔	khit hû-á	向道士求討符咒	Ask the Taoist priest for a talisman.
222	184	251	1	這項物件有也好，無也好，攏無要緊。	Tsit hāng mi̍h-kiānn ū iā hó, bô iā hó, lóng bô-iàu-kín. 	這個東西可有可無，都沒關係。	This thing is optional, it doesn't matter either way.
224	185	252	2	亡國	bông-kok		
225	185	253	1	亡兄	bông-hing		
226	185	254	1	新亡	sin-bông	新死者、剛過世的人	Newly deceased, person who just passed away.
227	185	254	2	傷亡	siong-bông	傷者和死者	Injured and dead
228	185	255	1	流亡	liû-bông		
229	186	256	1	平凡	pîng-huân	平常、不出色	Ordinary, not outstanding
230	186	257	1	凡事	huân-sū	無論什麼事情	No matter what happens
231	187	258	1	凡間	huān-kan		
232	187	258	2	仙女下凡	sian-lú hā-huān		
233	188	260	1	千辛萬苦	tshian-sin-bān-khóo		
234	189	261	1	一千箍	tsi̍t tshing khoo	一千元	One thousand yuan
235	190	262	1	開叉	khui tshe		
236	190	262	2	竹篙叉	tik-ko-tshe	有Y字型開叉竹竿的樹椏	A tree with a Y-shaped bifurcated bamboo pole.
237	190	263	1	叉人的頷頸。	Tshe lâng ê ām-kún. 	掐別人的脖子。	Choke someone's neck.
238	190	264	1	拍叉做記號。	Phah tshe tsò kì-hō. 	打叉做記號。	Mark it with a cross.
239	190	265	1	用話叉人	īng uē tshe--lâng	用話頂撞別人	Talk back to others
240	191	267	1	店門口	tiàm mn̂g-kháu	商店門口	Shop entrance
241	191	268	1	一口井	tsi̍t kháu tsénn	一口井	A well
242	191	268	2	一口劍	tsi̍t kháu kiàm	一把劍	A sword
243	191	269	1	一家口	tsi̍t ke-kháu	一家人	A family
244	191	270	1	一口灶	tsi̍t kháu-tsàu	一戶	one household
245	192	271	1	土地	thóo-tē		
246	192	272	1	伊的人較土。	I ê lâng khah thóo. 	他的個性較老土。	His personality is rather old-fashioned.
247	192	273	1	本土	pún-thóo		
248	192	273	2	土產	thóo-sán		
249	193	274	1	博士	phok-sū		
250	193	274	2	士農工商	sū lông kang siong		
251	194	275	1	大官	ta-kuann	公公	Father-in-law
252	194	275	2	大家	ta-ke	婆婆	grandmother
253	195	276	1	大量	tāi-liōng		
254	195	276	2	大德	tāi-tik		
255	196	277	1	阮大兄大我三歲。	Guán tuā-hiann tuā guá sann huè. 	我大哥比我大三歲。	My older brother is three years older than me.
256	196	277	2	大紅	tuā-âng	深紅色	Deep red color
257	196	277	3	大人	tuā-lâng		
258	196	278	1	大昨日	tuā-tso̍h--ji̍t	大前天	The day before yesterday
259	196	278	2	大後日	tuā-āu--ji̍t	大後天	The day after tomorrow
260	196	279	1	大伯	tuā-peh	大伯父	Great uncle
261	196	280	1	囡仔會大，早慢是愛離開。	Gín-á ē tuā, tsá-bān sī ài lī-khui. 	小孩子會長大，遲早得要離開。	Children will grow up, and sooner or later they will have to leave.
262	197	281	1	婦女	hū-lí		
263	198	282	1	女權	lú khuân		
264	199	283	1	銃子	tshìng-tsí	子彈	Bullet
265	199	284	1	果子	kué-tsí	水果	Fruit
266	199	284	2	菜子	tshài-tsí	菜種	Vegetable seeds
267	199	284	3	烏魚子	oo-hî-tsí		
268	200	285	1	公子	kong tsú	稱人子	call someone's son
269	200	285	2	孝子	hàu-tsú	孝順的兒子。也指父母死後，居喪守孝的兒子	A filial son. It also refers to a son who mourns and upholds filial piety after the death of his parents.
270	200	286	1	孔子公	Khóng-tsú-kong	孔子	Confucius
271	200	287	1	女子	lú-tsú		
272	200	287	2	男子	lâm-tsú		
273	200	288	1	子弟	tsú-tē		
274	200	289	1	弟子	tē-tsú		
275	200	290	1	子丑寅卯	tsú thiú în báu	地支前四位	The first four of the Earthly Branches
277	200	291	1	子時	tsú-sî	晚上十一點至第二天凌晨一點	From eleven o'clock at night to one o'clock in the morning the next day.
278	200	292	1	面子	bīn-tsú		
279	201	293	1	棋子	kî-jí		
280	201	293	2	算盤子	sǹg-puânn-jí		
281	201	294	1	一子弓蕉	tsi̍t jí king-tsio	一根香蕉	A banana
282	202	295	1	陰鴆陰鴆，咬人三寸深。	Im-thim-im-thim, kā lâng sann tshùn tshim. 	一般陰沉的人，平常多是默不作聲，一狠起來，就會狠咬一口。	Generally, gloomy people are usually silent, but when they get tough, they will bite hard.
283	202	296	1	寸步難行	tshùn pōo lân hîng	一小步也行走不得，喻處境困窘。	Even a small step cannot be taken, indicating a difficult situation.
284	203	297	1	小寒	siáu-hân	二十四節氣之一，冬至過後十五天，因天候寒冷所以有這個名稱。	One of the twenty-four solar terms, fifteen days after the winter solstice, it is named this way because of the cold weather.
285	203	298	1	小女	siáu-lú	自己的女兒	My own daughter
286	204	299	1	小湧	sió íng	小浪	Little Wave
287	204	300	1	小可	sió-khuá	稍微、一點點	A little bit, a little.
288	204	301	1	小叔仔	sió-tsik-á	丈夫的弟弟	Husband's younger brother
289	205	302	1	阿里山	A-lí-san		
290	206	303	1	懸山	kuân suann	高山	Mountain
291	206	304	1	起山	khí-suann	登陸	landing
292	206	305	1	山園	suann-hn̂g	旱田	Dry field
293	206	305	2	山地	suann-tē	旱地或指山很多的地區	Arid land or areas with many mountains
294	207	306	1	我一禮拜愛上班五工。	Guá tsi̍t lé-pài ài siōng-pan gōo kang. 	我一禮拜要上五天班。	I have to work five days a week.
295	207	307	1	勞工	lô-kang		
296	207	307	2	工人	kang-lâng		
297	207	307	3	木工	ba̍k-kang		
298	207	308	1	工程	kang-tîng		
299	207	309	1	伊刻這粒印仔真了工。	I khik tsit lia̍p ìn-á tsin liáu-kang. 	他刻這顆印章花很多時間。	He spent a lot of time carving this seal.
300	207	310	1	我無彼號閒工佮你開講。	Guá bô hit-lō îng-kang kah lí khai-káng. 	我沒有多餘的時間跟你聊天。	I don't have extra time to chat with you.
301	208	311	1	工尺	kong-tshe		
303	209	313	1	安份守己	an-hūn-siú-kí		
304	209	313	2	自己	tsū-kí		
305	210	315	1	巳時	tsī-sî	上午九點到十一點	From nine o'clock in the morning to eleven o'clock.
306	211	316	1	面巾	bīn-kin	毛巾	Towel
307	211	316	2	手巾仔	tshiú-kin-á	手帕	Handkerchief
308	212	317	1	干戈	kan ko	盾和矛，原指兵器，後多引申為戰爭。	Shield and spear, originally referred to weapons, later often extended to mean war.
309	212	318	1	天干	thian kan	甲乙丙丁戊己庚辛壬癸十天干	Jia, Yi, Bing, Ding, Wu, Ji, Geng, Xin, Ren, Gui - Ten Heavenly Stems
311	212	320	1	干涉	kan-sia̍p		
312	212	321	1	干犯	kan-huān	冒犯、侵犯	Offend, infringe
313	213	322	1	弓箭	king tsìnn		
314	213	323	1	衫弓仔	sann-king-á	衣架	Clothes hanger
315	213	323	2	弓蕉	king-tsio	香蕉	Banana
316	213	324	1	弓大豬	king tuā ti	以過量餵養的方式，把豬隻的體型在短時間之內撐得更大，通常在即將販售或競賽之前進行。	By overfeeding, the size of the pigs is inflated in a short period of time, usually done before they are about to be sold or compete.
317	213	324	2	大步弓	tuā pōo king	張大步伐快速走	Zhang strides quickly.
318	213	325	1	一弓弓蕉	tsi̍t king king-tsio	一枝香蕉花所結的一長串香蕉	A long string of bananas produced by a banana flower.
319	214	326	1	才調	tsâi-tiāu	本事、能力	Ability, capability
320	214	326	2	無才	bô-tsâi	沒本事	No ability
321	214	327	1	將才	tsiòng-tsâi		
322	214	327	2	秀才	siù tsâi		
323	214	327	3	奴才	lôo-tsâi		
324	215	328	1	這馬我才知影伊是騙我的。	Tsit-má guá tsiah tsai-iánn i sī phiàn--guá--ê. 	現在我才知道他是騙我的。	Now I know he was lying to me.
325	215	329	1	伊才十七歲爾爾，袂使啉酒。	I tsiah tsa̍p-tshit huè niā-niā, bē-sái lim tsiú. 	他才十七歲而已，不能喝酒。	He is only seventeen years old, he can't drink alcohol.
326	215	330	1	我才無欲相信你講的話！	Guá tsiah bô beh siong-sìn lí kóng ê uē! 	我才不相信你說的話！	I don't believe what you said at all!
327	215	331	1	後擺我才共你講。	Āu pái guá tsiah kā lí kóng. 	以後我再告訴你。	I'll tell you later.
328	215	331	2	電影看煞才來去食飯。	Tiān-iánn khuànn-suah tsiah lâi-khì tsia̍h-pn̄g. 	電影看完再去吃飯。	Watch the movie before going to eat.
329	216	332	1	這款木材一才偌濟？	Tsit khuán bo̍k-tsâi tsi̍t tshâi guā-tsē? 	這種木材一才多少錢？	How much does this type of wood cost?
330	218	335	1	阮丈人明仔載欲起來臺北。	Guán tiūnn-lâng bîn-á-tsài beh khí-lâi Tâi-pak. 	我的岳父明天要北上到臺北。	My father-in-law is heading north to Taipei tomorrow.
331	219	336	1	三八人	sam-pat lâng	傻氣不正經的人	Silly and unserious person
332	220	337	1	伊是一个土人，講話較凊彩，你毋通佮伊計較。	I sī tsi̍t ê thóo-lâng, kóng-uē khah tshìn-tshái, lí m̄-thang kah i kè-kàu. 	他是一個粗人，說話比較隨便，你不要跟他計較。	He is a crude person who speaks casually, don't take it personally.
333	221	338	1	警察大人	kíng-tshat tāi-jîn		
334	222	339	1	大人儉一喙，囡仔食甲飫。	Tuā-lâng khiām tsi̍t tshuì, gín-á tsia̍h kah uì. 	大人少吃一口，小孩子就可以吃得飽，甚至吃到膩了。	If adults eat less, children can eat until they are full, even until they are fed up.
335	223	340	1	囡仔猶閣細漢，你毋通共拍甲遐爾仔大力。	Gín-á iáu-koh sè-hàn, lí m̄-thang kā phah kah hiah-nī-á tuā-la̍t. 	孩子還小，你不要打得那麼用力。	The child is still small, don't hit so hard.
336	232	349	1	對臺北坐高鐵到臺中上久是一點捅鐘。	Tuì Tâi-pak tsē ko-thih kàu Tâi-tiong siōng-kú sī tsi̍t-tiám-thóng-tsing. 	從臺北坐高鐵到臺中最久是一個多小時。	The longest it takes to take the high-speed rail from Taipei to Taichung is just over an hour.
337	233	350	1	頂禮拜阮一陣人上山去看風景。	Tíng lé-pài guán tsi̍t tīn lâng tsiūnn-suann khì khuànn hong-kíng. 	上個禮拜我們一群人登山去看風景。	Last week, a group of us went mountain climbing to enjoy the scenery.
338	234	351	1	我欲準備下山矣。	Guá beh tsún-pī hā-san--ah. 	我要準備下山了。	I'm getting ready to go down the mountain.
339	235	352	1	伊久久才來一擺。	I kú-kú tsiah lâi tsi̍t pái. 	他相隔很久才來一次。	He only comes once in a long while.
340	236	353	1	伊拍一下傷大下，箠仔煞斷去。	I phah tsi̍t-ē siunn tuā-ē, tshuê-á suah tn̄g--khì. 	他打得太用力，竹枝竟然斷掉了。	He hit so hard that the bamboo branch actually broke off.
341	237	354	1	伊真小口，食袂濟。	I tsin sió-kháu, tsia̍h bē tsē. 	他食量很小，吃不多。	His appetite is small, he doesn't eat much.
342	240	357	1	男子漢大丈夫	lâm-tsú-hàn tāi-tiōng-hu		
343	241	358	1	叫你莫，你干干仔欲！	Kiò lí mài, lí kan-kan-á beh!	叫你不要，你偏要！	I told you not to, but you insisted!
344	243	360	1	山頂的暗暝，會使看著千千萬萬粒星。	Suann-tíng ê àm-mê, ē-sái khuànn-tio̍h tshian-tshian-bān-bān lia̍p tshenn. 	山上的夜晚，可以看到成千上萬顆星星。	On the mountain at night, you can see thousands of stars.
345	245	362	1	姑婆的翁我愛叫伊「丈公」。	Koo-pô ê ang guá ài kiò i "tiūnn-kong". 	姑婆的先生我要叫他「姑公」。	I should call my great-aunt's husband "great-uncle".
346	248	365	1	這馬下勻的少年人，想法佮阮往過攏無仝。	Tsit-má ē-ûn ê siàu-liân-lâng, siūnn-huat kah guán íng-kuè lóng bô kāng. 	現在小一輩的年輕人，想法和我們以往不同。	The younger generation now thinks differently than we used to.
347	249	366	1	大不了予人罵罵咧爾爾。	Tāi-put-liáu hōo lâng mē-mē--leh niā-niā. 	頂多被罵一罵而已。	At most, you'll just get scolded.
348	250	367	1	伊三不五時就來阮兜行踏。	I sam-put-gōo-sî tō lâi guán tau kiânn-ta̍h. 	他不時來我們家串門子。	He often comes to visit our house.
349	251	369	1	你這款土公仔性著愛改啦！	Lí tsit khuán thóo-kong-á-sìng tio̍h-ài kái--lah! 	你這種粗魯的個性要改一改！	You need to change your rude personality!
350	253	372	1	伊就是彼款土公仔性，你莫佮伊計較。	I tō sī hit khuán thóo-kong-á-sìng, lí mài kah i kè-kàu. 	他的個性就是那麼粗魯，你不要和他計較。	His personality is just that rude, don't argue with him.
351	256	375	1	請上天保庇咱臺灣會當安定佮富裕。	Tshiánn siōng-thian pó-pì lán Tâi-uân ē-tàng an-tīng kah hù-jū. 	請上蒼保佑我們臺灣能夠安定和富裕。	Please pray to the heavens for Taiwan to be peaceful and prosperous.
352	257	376	1	彼項工夫伊已經學上手矣。	Hit hāng kang-hu i í-king o̍h tsiūnn-tshiú--ah. 	那項技術他已熟練了。	He has mastered that technique.
353	257	377	1	諞仙仔錢諞上手就溜旋矣。	Pián-sian-á tsînn pián tsiūnn-tshiú tō liu-suan--ah. 	郎中錢一騙到手就開溜了。	As soon as the quack doctor got the money, he ran away.
354	258	378	1	彼口井敢閣有咧上水？	Hit kháu tsénn kám koh ū teh tshiūnn-tsuí? 	那口井還有人在取水嗎？	Is anyone still drawing water from that well?
355	260	381	1	先下手為強	sing hē-tshiú uî kiông		
356	262	384	1	下水湯	hā-suí thng	用禽類動物內臟煮成的湯	Soup made from the internal organs of poultry animals.
358	264	387	1	伊出手真大方，攏袂凍霜。	I tshut-tshiú tsin tāi-hong, lóng bē tàng-sng. 	他出手很慷慨，一點也不會小氣吝嗇。	He is very generous, not stingy or miserly at all.
359	264	388	1	伊今仔日的穿插真大方。	I kin-á-ji̍t ê tshīng-tshah tsin tāi-hong. 	他今天的穿著很得體，有大家的風範。	His attire today is very appropriate, showing a sense of sophistication.
360	265	389	1	今仔日是大日，真濟人嫁娶。	Kin-á-ji̍t sī tuā-ji̍t, tsin tsē lâng kè-tshuā. 	今天是好日子，很多人嫁娶。	Today is a good day, many people are getting married.
361	265	390	1	運動會閣拄著出大日，逐家一定會曝甲烏趖趖。	Ūn-tōng-huē koh tú-tio̍h tshut tuā-ji̍t, ta̍k-ke it-tīng ē pha̍k kah oo-sô-sô. 	運動會又遇到出大太陽，大家一定會曬得很黑。	The sports meet encounters the big sun again, everyone will definitely get very tanned.
362	267	393	1	你若欲做衫，愛先量寸尺。	Lí nā beh tsò sann, ài sing niû tshùn-tshioh. 	你如果想要做衣服，要先量身材尺寸。	If you want to make clothes, you need to first measure body size.
363	268	394	1	囡仔人騎車愛小心，毋通騎傷緊。	Gín-á-lâng khiâ-tshia ài sió-sim, m̄-thang khiâ siunn kín. 	小孩子騎車要留意謹慎，不要騎太快。	Children should be careful and attentive when riding bicycles, don't ride too fast.
364	269	395	1	舊曆的小月干焦二十九工爾爾。	Kū-li̍k ê sió-gue̍h kan-na jī-tsa̍p-káu-kang niā-niā. 	農曆的小月只有二十九天而已。	The lunar calendar's short month only has twenty-nine days.
365	269	396	1	這個月是小月，來阮店交關的人客有較少。	Tsit kò gue̍h sī sió-gue̍h, lâi guán tiàm kau-kuan ê lâng-kheh ū khah tsió. 	這個月是生意淡季，來我們店裡捧場的人比較少。	This month is the off-peak season for business, so fewer people are patronizing our store.
366	270	397	1	伊是做小木的。	I sī tsò sió-ba̍k--ê. 	他是製作家具的木工。	He is a carpenter who makes furniture.
367	271	398	1	這馬練工夫真時行。	Tsit-má liān kang-hu tsin sî-kiânn. 	現在很流行練功夫。	Practicing Kung Fu is very popular now.
368	271	399	1	這條手巾仔做了有夠工夫。	Tsit tiâu tshiú-kin-á tsò liáu ū-kàu kang-hu. 	這條手帕做得很細緻。	This handkerchief is very delicately made.
369	271	400	1	伊的工夫袂䆀。	I ê kang-hu bē-bái. 	他的技術不錯。	His skills are not bad.
371	271	402	1	咱攏是熟似人，毋免遐工夫。	Lán lóng sī si̍k-sāi-lâng, m̄-bián hiah kang-hu. 	我們都是彼此熟識的人，不用那麼多禮。	We are all familiar with each other, no need for so much ceremony.
373	274	406	1	你做代誌毋通三心兩意。	Lí tsò tāi-tsì m̄-thang sam-sim-lióng-ì. 	你做事情不要猶豫不決。	Don't hesitate when you do things.
374	275	407	1	伊拍球拍甲大心氣。	I phah-kiû phah kah tuā-sim-khuì. 	他打球打到喘不過氣來。	He played so hard that he was out of breath.
375	279	411	1	你閣會曉西瓜倚大爿，知影欲綴阮行。	Lí koh ē-hiáu si-kue uá tuā-pîng, tsai-iánn beh tuè guán kiânn. 	你還會見風轉舵，知道要跟著我們走。	You would still change course with the wind, knowing to follow us.
